"orderId","category","mainDish","pairedDish","session","taste","budget","groupSize"
2300,"lunch","Mansa Tarkari","None","Dine-in","Sweet","Medium",4
2301,"snacks","Poda Pitha","Tea","Dine-in","Savory","Medium",4
2302,"drinks","Palm Juice","None","Takeaway","Savory","Low",2
2303,"snacks","Chhena Gaja","None","Takeaway","Savory","High",6
2304,"snacks","Dahibara Aludum","Gupchup","Online","Savory","High",1
2305,"lunch","Mansa Tarkari","None","Dine-in","Mild","Low",1
2306,"dinner","Khaja","None","Takeaway","Sweet","High",1
2307,"dinner","Chuna Machha Tarkari","None","Takeaway","Savory","Low",2
2308,"drinks","Tea","None","Takeaway","Savory","Medium",4
2309,"drinks","Palm Juice","None","Takeaway","Mild","Low","Family Pack"
2310,"snacks","Aloo Chop","None","Online","Mild","High",2
2311,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Spicy","High",6
2312,"dinner","Dahi Baigana","None","Online","Savory","Medium",1
2313,"lunch","Mansa Tarkari","None","Takeaway","Sweet","High",2
2314,"lunch","Santula","None","Takeaway","Savory","Low",2
2315,"lunch","Saga Bhaja","None","Online","Spicy","Medium",6
2316,"breakfast","Bara","None","Dine-in","Savory","Low",6
2317,"dinner","Khaja","None","Online","Spicy","Medium",4
2318,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Sweet","Low",2
2319,"dinner","Alu Dum","None","Takeaway","Mild","High","Family Pack"
2320,"dinner","Dahi Baigana","None","Dine-in","Sweet","Low",1
2321,"lunch","Chingudi Jhola","None","Dine-in","Mild","Low",2
2322,"breakfast","Chhena Poda","None","Online","Spicy","Medium","Family Pack"
2323,"dinner","Chuna Machha Tarkari","None","Takeaway","Spicy","High",4
2324,"drinks","Lassi","None","Dine-in","Spicy","High","Family Pack"
2325,"breakfast","Ghugni","Piaji","Takeaway","Mild","Medium",6
2326,"lunch","Saga Bhaja","None","Online","Sweet","Low",4
2327,"snacks","Chhena Gaja","None","Takeaway","Savory","Medium",2
2328,"drinks","Black Coffee","None","Takeaway","Savory","Medium",4
2329,"lunch","Mansa Tarkari","None","Dine-in","Sweet","Medium",4
2330,"dinner","Alu Dum","None","Dine-in","Savory","Medium",4
2331,"snacks","Dahibara Aludum","Gupchup","Takeaway","Spicy","Low",6
2332,"dinner","Chuna Machha Tarkari","None","Dine-in","Savory","Low",4
2333,"drinks","Lassi","None","Online","Mild","Medium",1
2334,"lunch","Dalma","Rice & Saga Bhaja","Online","Mild","High",2
2335,"dinner","Khaja","None","Online","Savory","Low",6
2336,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Sweet","High",4
2337,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Spicy","Medium",1
2338,"drinks","Palm Juice","None","Takeaway","Spicy","Low",6
2339,"snacks","Poda Pitha","Tea","Online","Mild","Medium","Family Pack"
2340,"drinks","Black Coffee","None","Dine-in","Sweet","High",6
2341,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Mild","Medium","Family Pack"
2342,"lunch","Saga Bhaja","None","Online","Savory","Medium",1
2343,"drinks","Palm Juice","None","Takeaway","Sweet","Low",6
2344,"snacks","Chhena Gaja","None","Dine-in","Mild","High",4
2345,"drinks","Black Coffee","None","Takeaway","Savory","High","Family Pack"
2346,"snacks","Chhena Gaja","None","Online","Sweet","Medium",4
2347,"drinks","Lassi","None","Online","Sweet","Medium",6
2348,"breakfast","Bara","None","Online","Mild","Low",4
2349,"drinks","Tea","None","Dine-in","Mild","Low",1
2350,"snacks","Aloo Chop","None","Takeaway","Spicy","Medium",6
2351,"lunch","Santula","None","Takeaway","Mild","Medium",1
2352,"drinks","Tea","None","Online","Savory","High",4
2353,"snacks","Aloo Chop","None","Takeaway","Sweet","Medium",6
2354,"snacks","Poda Pitha","Tea","Takeaway","Mild","High","Family Pack"
2355,"dinner","Dahi Baigana","None","Takeaway","Spicy","High",6
2356,"lunch","Santula","None","Online","Mild","Low",2
2357,"lunch","Mansa Tarkari","None","Dine-in","Savory","High",1
2358,"drinks","Buttermilk","None","Online","Mild","Low",2
2359,"dinner","Mati Handi Mutton","None","Online","Savory","Medium",1
2360,"breakfast","Chhena Poda","None","Online","Sweet","Low",1
2361,"snacks","Ghugni Chat","None","Online","Savory","Low",2
2362,"lunch","Santula","None","Takeaway","Spicy","Low",1
2363,"drinks","Black Coffee","None","Online","Mild","Medium","Family Pack"
2364,"drinks","Lassi","None","Online","Savory","High",6
2365,"snacks","Chhena Gaja","None","Dine-in","Mild","High",6
2366,"drinks","Tea","None","Dine-in","Spicy","Low",6
2367,"dinner","Dahi Baigana","None","Takeaway","Savory","High","Family Pack"
2368,"snacks","Chhena Gaja","None","Takeaway","Mild","High",6
2369,"lunch","Mansa Tarkari","None","Takeaway","Mild","High",6
2370,"lunch","Macha Besara","Chingudi Jhola","Online","Savory","Medium",1
2371,"dinner","Mutton Kassa","Khaja","Takeaway","Spicy","Medium",2
2372,"dinner","Dahi Baigana","None","Online","Mild","High","Family Pack"
2373,"dinner","Dahi Baigana","None","Online","Spicy","Low",6
2374,"snacks","Dahibara Aludum","Gupchup","Online","Spicy","Low",6
2375,"lunch","Santula","None","Dine-in","Savory","Medium",2
2376,"dinner","Dahi Baigana","None","Dine-in","Savory","Low","Family Pack"
2377,"breakfast","Ghugni","Piaji","Takeaway","Spicy","Medium",4
2378,"dinner","Mutton Kassa","Khaja","Takeaway","Savory","Low",2
2379,"dinner","Dahi Baigana","None","Takeaway","Savory","Medium",4
2380,"dinner","Chuna Machha Tarkari","None","Online","Spicy","High",1
2381,"drinks","Lassi","None","Dine-in","Savory","Low",6
2382,"breakfast","Chhena Poda","None","Takeaway","Sweet","Low",4
2383,"breakfast","Bara","None","Takeaway","Savory","Low",2
2384,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Mild","Medium",1
2385,"breakfast","Kanika","Chhena Poda","Takeaway","Sweet","Low",4
2386,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Spicy","Low",1
2387,"dinner","Mati Handi Mutton","None","Online","Mild","Low",2
2388,"dinner","Dahi Baigana","None","Dine-in","Mild","Low",4
2389,"breakfast","Bara","None","Dine-in","Sweet","Low",6
2390,"drinks","Palm Juice","None","Dine-in","Mild","Low","Family Pack"
2391,"dinner","Chuna Machha Tarkari","None","Dine-in","Sweet","Low",4
2392,"breakfast","Bara","None","Dine-in","Mild","Low",6
2393,"dinner","Dahi Baigana","None","Dine-in","Spicy","High",4
2394,"lunch","Santula","None","Online","Savory","Low",2
2395,"snacks","Chhena Gaja","None","Takeaway","Sweet","High",1
2396,"lunch","Chingudi Jhola","None","Online","Sweet","Low",2
2397,"lunch","Santula","None","Takeaway","Spicy","High",2
2398,"dinner","Khaja","None","Online","Spicy","High",1
2399,"breakfast","Bara","None","Dine-in","Savory","Medium","Family Pack"
2400,"breakfast","Ghugni","Piaji","Dine-in","Mild","Low",6
2401,"dinner","Dahi Baigana","None","Takeaway","Savory","High",2
2402,"breakfast","Kanika","Chhena Poda","Online","Savory","Medium","Family Pack"
2403,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Savory","Low",2
2404,"breakfast","Ghugni","Piaji","Online","Spicy","High",1
2405,"dinner","Chuna Machha Tarkari","None","Takeaway","Savory","Medium",1
2406,"lunch","Chingudi Jhola","None","Dine-in","Savory","High",2
2407,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Mild","High",6
2408,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Mild","Medium",2
2409,"drinks","Black Coffee","None","Takeaway","Mild","High",4
2410,"lunch","Chingudi Jhola","None","Dine-in","Mild","Medium",2
2411,"drinks","Palm Juice","None","Takeaway","Spicy","High",2
2412,"drinks","Black Coffee","None","Dine-in","Sweet","Low",1
2413,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Sweet","High",1
2414,"snacks","Chhena Gaja","None","Dine-in","Sweet","Low","Family Pack"
2415,"drinks","Black Coffee","None","Online","Mild","Low","Family Pack"
2416,"dinner","Alu Dum","None","Online","Savory","Low",2
2417,"dinner","Mati Handi Mutton","None","Takeaway","Spicy","Low",6
2418,"dinner","Dahi Baigana","None","Takeaway","Sweet","High",6
2419,"lunch","Mansa Tarkari","None","Dine-in","Spicy","Medium",4
2420,"breakfast","Bara","None","Online","Savory","High",2
2421,"snacks","Aloo Chop","None","Online","Mild","Low",4
2422,"dinner","Mutton Kassa","Khaja","Dine-in","Mild","Low","Family Pack"
2423,"dinner","Alu Dum","None","Online","Spicy","High",4
2424,"dinner","Dahi Baigana","None","Online","Mild","Medium","Family Pack"
2425,"lunch","Chingudi Jhola","None","Online","Sweet","Low",1
2426,"breakfast","Dalma","Rice & Saga Bhaja","Online","Spicy","Low","Family Pack"
2427,"dinner","Dahi Baigana","None","Online","Sweet","High",1
2428,"breakfast","Bara","None","Dine-in","Savory","Medium",4
2429,"lunch","Dalma","Rice & Saga Bhaja","Online","Sweet","Medium","Family Pack"
2430,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Mild","High","Family Pack"
2431,"lunch","Chingudi Jhola","None","Online","Mild","Low",4
2432,"snacks","Chhena Gaja","None","Online","Savory","Low",1
2433,"dinner","Dahi Baigana","None","Dine-in","Sweet","High",6
2434,"lunch","Chingudi Jhola","None","Takeaway","Savory","High",6
2435,"snacks","Aloo Chop","None","Online","Sweet","Low","Family Pack"
2436,"lunch","Dalma","Rice & Saga Bhaja","Online","Savory","Medium","Family Pack"
2437,"drinks","Tea","None","Takeaway","Savory","Low","Family Pack"
2438,"drinks","Black Coffee","None","Online","Savory","High",1
2439,"dinner","Mati Handi Mutton","None","Dine-in","Mild","High",6
2440,"dinner","Alu Dum","None","Takeaway","Spicy","Medium",1
2441,"breakfast","Kanika","Chhena Poda","Online","Savory","Low",2
2442,"drinks","Black Coffee","None","Online","Savory","Low",2
2443,"dinner","Chuna Machha Tarkari","None","Online","Savory","High",6
2444,"breakfast","Dalma","Rice & Saga Bhaja","Online","Sweet","Medium",6
2445,"breakfast","Bara","None","Takeaway","Spicy","High",4
2446,"dinner","Khaja","None","Online","Spicy","High","Family Pack"
2447,"snacks","Aloo Chop","None","Takeaway","Spicy","Low",1
2448,"snacks","Poda Pitha","Tea","Dine-in","Savory","Medium",1
2449,"snacks","Poda Pitha","Tea","Takeaway","Mild","Low",2
2450,"drinks","Buttermilk","None","Takeaway","Sweet","Medium",4
2451,"snacks","Poda Pitha","Tea","Takeaway","Savory","Low",6
2452,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Sweet","Medium","Family Pack"
2453,"dinner","Dahi Baigana","None","Online","Savory","Medium","Family Pack"
2454,"dinner","Khaja","None","Online","Savory","High",6
2455,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Sweet","Medium","Family Pack"
2456,"snacks","Chhena Gaja","None","Online","Mild","Medium",4
2457,"drinks","Palm Juice","None","Online","Sweet","Low",6
2458,"lunch","Saga Bhaja","None","Takeaway","Spicy","Medium",2
2459,"lunch","Macha Besara","Chingudi Jhola","Online","Spicy","Low",6
2460,"dinner","Mutton Kassa","Khaja","Dine-in","Sweet","Medium",1
2461,"snacks","Poda Pitha","Tea","Dine-in","Spicy","Medium",1
2462,"snacks","Poda Pitha","Tea","Takeaway","Spicy","Low",6
2463,"snacks","Ghugni Chat","None","Dine-in","Savory","Low","Family Pack"
2464,"lunch","Santula","None","Online","Spicy","Low","Family Pack"
2465,"lunch","Mansa Tarkari","None","Online","Sweet","Low",4
2466,"drinks","Lassi","None","Online","Mild","Low",4
2467,"lunch","Mansa Tarkari","None","Takeaway","Spicy","High",4
2468,"dinner","Alu Dum","None","Dine-in","Spicy","Low",4
2469,"lunch","Mansa Tarkari","None","Online","Savory","High",2
2470,"lunch","Macha Besara","Chingudi Jhola","Online","Sweet","Low",4
2471,"lunch","Saga Bhaja","None","Takeaway","Mild","Low",1
2472,"drinks","Black Coffee","None","Dine-in","Sweet","High","Family Pack"
2473,"breakfast","Bara","None","Dine-in","Savory","Medium",6
2474,"drinks","Lassi","None","Online","Mild","High",4
2475,"breakfast","Chhena Poda","None","Takeaway","Mild","Low",4
2476,"dinner","Chuna Machha Tarkari","None","Dine-in","Mild","High",2
2477,"dinner","Khaja","None","Takeaway","Mild","Low",4
2478,"lunch","Mansa Tarkari","None","Online","Mild","Medium","Family Pack"
2479,"dinner","Mati Handi Mutton","None","Dine-in","Sweet","Low",1
2480,"breakfast","Dalma","Rice & Saga Bhaja","Online","Spicy","High",2
2481,"snacks","Dahibara Aludum","Gupchup","Takeaway","Savory","Medium","Family Pack"
2482,"drinks","Tea","None","Dine-in","Sweet","Medium",1
2483,"drinks","Buttermilk","None","Dine-in","Spicy","High",1
2484,"drinks","Tea","None","Dine-in","Spicy","Low",2
2485,"drinks","Palm Juice","None","Takeaway","Mild","High","Family Pack"
2486,"breakfast","Kanika","Chhena Poda","Takeaway","Savory","Medium","Family Pack"
2487,"dinner","Mutton Kassa","Khaja","Dine-in","Spicy","High","Family Pack"
2488,"breakfast","Chhena Poda","None","Online","Sweet","Medium",4
2489,"lunch","Dalma","Rice & Saga Bhaja","Online","Sweet","High",2
2490,"drinks","Palm Juice","None","Takeaway","Sweet","High",1
2491,"snacks","Aloo Chop","None","Online","Savory","High",2
2492,"drinks","Palm Juice","None","Dine-in","Sweet","Low",4
2493,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Mild","Low",6
2494,"dinner","Dahi Baigana","None","Online","Savory","Low",6
2495,"drinks","Palm Juice","None","Dine-in","Sweet","Low","Family Pack"
2496,"snacks","Aloo Chop","None","Online","Sweet","Medium",4
2497,"snacks","Poda Pitha","Tea","Online","Savory","Low",1
2498,"dinner","Alu Dum","None","Online","Sweet","Medium",1
2499,"breakfast","Bara","None","Online","Sweet","High",4
2500,"lunch","Santula","None","Dine-in","Savory","High",6
2501,"breakfast","Ghugni","Piaji","Online","Mild","Medium",4
2502,"breakfast","Ghugni","Piaji","Dine-in","Savory","High",6
2503,"drinks","Lassi","None","Dine-in","Spicy","High",4
2504,"dinner","Chuna Machha Tarkari","None","Online","Savory","Medium","Family Pack"
2505,"drinks","Black Coffee","None","Dine-in","Savory","Medium",4
2506,"lunch","Macha Besara","Chingudi Jhola","Online","Sweet","Medium","Family Pack"
2507,"drinks","Lassi","None","Takeaway","Savory","High","Family Pack"
2508,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Mild","High",6
2509,"breakfast","Chhena Poda","None","Takeaway","Spicy","Medium","Family Pack"
2510,"breakfast","Chhena Poda","None","Online","Savory","Medium","Family Pack"
2511,"snacks","Aloo Chop","None","Dine-in","Spicy","Low",4
2512,"snacks","Ghugni Chat","None","Dine-in","Savory","Medium",6
2513,"drinks","Palm Juice","None","Online","Savory","Low",6
2514,"drinks","Black Coffee","None","Online","Mild","High",2
2515,"drinks","Tea","None","Dine-in","Savory","Medium",1
2516,"drinks","Lassi","None","Takeaway","Mild","Medium",6
2517,"lunch","Chingudi Jhola","None","Dine-in","Spicy","High",6
2518,"drinks","Tea","None","Dine-in","Spicy","High",6
2519,"dinner","Dahi Baigana","None","Online","Mild","High",2
2520,"drinks","Buttermilk","None","Dine-in","Spicy","High","Family Pack"
2521,"dinner","Dahi Baigana","None","Dine-in","Sweet","High",1
2522,"lunch","Mansa Tarkari","None","Online","Sweet","Low",6
2523,"breakfast","Kanika","Chhena Poda","Dine-in","Sweet","Medium","Family Pack"
2524,"dinner","Mutton Kassa","Khaja","Online","Mild","High",4
2525,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Savory","Low",2
2526,"drinks","Lassi","None","Takeaway","Spicy","Low",1
2527,"lunch","Mansa Tarkari","None","Dine-in","Mild","Medium",1
2528,"snacks","Poda Pitha","Tea","Dine-in","Sweet","Medium",2
2529,"snacks","Chhena Gaja","None","Online","Sweet","High",2
2530,"dinner","Dahi Baigana","None","Takeaway","Spicy","High",1
2531,"dinner","Khaja","None","Dine-in","Savory","Medium",1
2532,"dinner","Dahi Baigana","None","Online","Spicy","High",6
2533,"lunch","Mansa Tarkari","None","Takeaway","Sweet","Medium",2
2534,"lunch","Macha Besara","Chingudi Jhola","Online","Mild","Medium",4
2535,"snacks","Chhena Gaja","None","Takeaway","Spicy","High",2
2536,"dinner","Mutton Kassa","Khaja","Online","Mild","Medium",6
2537,"lunch","Mansa Tarkari","None","Online","Mild","Low",2
2538,"lunch","Santula","None","Online","Spicy","Medium",6
2539,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Spicy","Low",6
2540,"drinks","Buttermilk","None","Takeaway","Mild","High","Family Pack"
2541,"drinks","Palm Juice","None","Takeaway","Spicy","Low",6
2542,"dinner","Alu Dum","None","Dine-in","Sweet","High",6
2543,"breakfast","Bara","None","Online","Savory","Low",1
2544,"dinner","Chuna Machha Tarkari","None","Dine-in","Sweet","High",4
2545,"breakfast","Kanika","Chhena Poda","Online","Sweet","Medium","Family Pack"
2546,"breakfast","Bara","None","Takeaway","Savory","Low",2
2547,"lunch","Santula","None","Takeaway","Savory","Medium","Family Pack"
2548,"snacks","Ghugni Chat","None","Takeaway","Sweet","Medium",6
2549,"dinner","Khaja","None","Dine-in","Mild","High",4
2550,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Spicy","Low",1
2551,"snacks","Dahibara Aludum","Gupchup","Dine-in","Sweet","High","Family Pack"
2552,"breakfast","Ghugni","Piaji","Takeaway","Mild","High",2
2553,"lunch","Chingudi Jhola","None","Online","Mild","High",4
2554,"breakfast","Kanika","Chhena Poda","Online","Spicy","High","Family Pack"
2555,"drinks","Tea","None","Online","Mild","High",2
2556,"drinks","Black Coffee","None","Online","Sweet","Medium",2
2557,"dinner","Chuna Machha Tarkari","None","Online","Sweet","Low",1
2558,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Sweet","High",4
2559,"dinner","Chuna Machha Tarkari","None","Takeaway","Sweet","High",1
2560,"drinks","Black Coffee","None","Takeaway","Savory","Low",4
2561,"breakfast","Chhena Poda","None","Online","Sweet","High","Family Pack"
2562,"dinner","Alu Dum","None","Dine-in","Sweet","Medium","Family Pack"
2563,"breakfast","Kanika","Chhena Poda","Online","Savory","High",2
2564,"lunch","Mansa Tarkari","None","Online","Spicy","Medium",6
2565,"dinner","Alu Dum","None","Takeaway","Spicy","Medium",1
2566,"breakfast","Dalma","Rice & Saga Bhaja","Online","Savory","High",6
2567,"lunch","Saga Bhaja","None","Takeaway","Savory","Low",6
2568,"drinks","Buttermilk","None","Online","Sweet","High","Family Pack"
2569,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Spicy","Low",4
2570,"lunch","Chingudi Jhola","None","Dine-in","Mild","High","Family Pack"
2571,"snacks","Chhena Gaja","None","Online","Mild","Low","Family Pack"
2572,"drinks","Black Coffee","None","Online","Spicy","High","Family Pack"
2573,"breakfast","Ghugni","Piaji","Online","Savory","Low","Family Pack"
2574,"dinner","Khaja","None","Online","Mild","Medium",4
2575,"breakfast","Kanika","Chhena Poda","Takeaway","Sweet","Low",2
2576,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Spicy","Low",6
2577,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Spicy","Medium","Family Pack"
2578,"dinner","Alu Dum","None","Online","Spicy","Medium",4
2579,"drinks","Palm Juice","None","Takeaway","Spicy","High",4
2580,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Sweet","Medium",6
2581,"snacks","Chhena Gaja","None","Dine-in","Sweet","Medium",1
2582,"breakfast","Ghugni","Piaji","Online","Savory","Medium",1
2583,"lunch","Chingudi Jhola","None","Dine-in","Mild","Medium",1
2584,"dinner","Alu Dum","None","Dine-in","Mild","High",4
2585,"snacks","Ghugni Chat","None","Takeaway","Savory","Low",2
2586,"dinner","Chuna Machha Tarkari","None","Dine-in","Savory","Low","Family Pack"
2587,"snacks","Poda Pitha","Tea","Dine-in","Spicy","Medium",2
2588,"drinks","Tea","None","Online","Spicy","Low","Family Pack"
2589,"dinner","Mutton Kassa","Khaja","Dine-in","Mild","Low","Family Pack"
2590,"dinner","Alu Dum","None","Dine-in","Sweet","Medium",4
2591,"drinks","Buttermilk","None","Online","Mild","Low",2
2592,"drinks","Black Coffee","None","Dine-in","Spicy","High",1
2593,"lunch","Chingudi Jhola","None","Takeaway","Spicy","Medium","Family Pack"
2594,"drinks","Tea","None","Dine-in","Spicy","High",4
2595,"snacks","Poda Pitha","Tea","Takeaway","Mild","Medium",4
2596,"snacks","Ghugni Chat","None","Dine-in","Spicy","High","Family Pack"
2597,"breakfast","Dalma","Rice & Saga Bhaja","Online","Sweet","Low",4
2598,"drinks","Buttermilk","None","Online","Sweet","Low",4
2599,"snacks","Poda Pitha","Tea","Dine-in","Spicy","Low",2
2600,"lunch","Mansa Tarkari","None","Dine-in","Mild","High",1
2601,"snacks","Ghugni Chat","None","Takeaway","Mild","High",1
2602,"snacks","Dahibara Aludum","Gupchup","Dine-in","Mild","Medium",4
2603,"breakfast","Bara","None","Dine-in","Sweet","Low",6
2604,"snacks","Ghugni Chat","None","Dine-in","Spicy","Low","Family Pack"
2605,"drinks","Lassi","None","Takeaway","Mild","Low",2
2606,"lunch","Mansa Tarkari","None","Takeaway","Mild","High","Family Pack"
2607,"drinks","Buttermilk","None","Dine-in","Sweet","High",2
2608,"dinner","Mutton Kassa","Khaja","Dine-in","Sweet","High",4
2609,"snacks","Dahibara Aludum","Gupchup","Takeaway","Spicy","High",6
2610,"drinks","Lassi","None","Dine-in","Spicy","Medium",6
2611,"breakfast","Chhena Poda","None","Online","Savory","Medium","Family Pack"
2612,"breakfast","Ghugni","Piaji","Takeaway","Sweet","High",2
2613,"drinks","Lassi","None","Dine-in","Sweet","High","Family Pack"
2614,"dinner","Alu Dum","None","Takeaway","Spicy","Low","Family Pack"
2615,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Spicy","High",1
2616,"drinks","Lassi","None","Online","Spicy","High",1
2617,"dinner","Dahi Baigana","None","Online","Sweet","Medium","Family Pack"
2618,"dinner","Dahi Baigana","None","Online","Savory","High","Family Pack"
2619,"snacks","Ghugni Chat","None","Dine-in","Savory","Medium",6
2620,"dinner","Mati Handi Mutton","None","Takeaway","Savory","High",2
2621,"drinks","Lassi","None","Online","Savory","Medium",4
2622,"lunch","Saga Bhaja","None","Dine-in","Savory","High",1
2623,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Mild","High",2
2624,"snacks","Poda Pitha","Tea","Dine-in","Spicy","High","Family Pack"
2625,"lunch","Chingudi Jhola","None","Takeaway","Sweet","Low",2
2626,"drinks","Tea","None","Online","Spicy","High","Family Pack"
2627,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Sweet","Medium",6
2628,"snacks","Dahibara Aludum","Gupchup","Takeaway","Sweet","High","Family Pack"
2629,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Spicy","Medium",1
2630,"lunch","Mansa Tarkari","None","Online","Mild","Medium",2
2631,"lunch","Saga Bhaja","None","Online","Sweet","Low",1
2632,"lunch","Chingudi Jhola","None","Online","Mild","Medium",1
2633,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Spicy","High","Family Pack"
2634,"dinner","Khaja","None","Takeaway","Sweet","Medium",1
2635,"snacks","Ghugni Chat","None","Online","Mild","Medium",4
2636,"breakfast","Kanika","Chhena Poda","Online","Mild","Low",4
2637,"snacks","Poda Pitha","Tea","Online","Mild","High",2
2638,"dinner","Dahi Baigana","None","Takeaway","Spicy","Medium",2
2639,"breakfast","Chhena Poda","None","Dine-in","Mild","Low","Family Pack"
2640,"lunch","Mansa Tarkari","None","Takeaway","Sweet","Low",6
2641,"snacks","Ghugni Chat","None","Dine-in","Mild","Low",1
2642,"breakfast","Kanika","Chhena Poda","Takeaway","Savory","Medium",1
2643,"lunch","Chingudi Jhola","None","Dine-in","Spicy","Low",6
2644,"snacks","Chhena Gaja","None","Takeaway","Spicy","Medium",4
2645,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Sweet","Low","Family Pack"
2646,"dinner","Mutton Kassa","Khaja","Dine-in","Savory","High",1
2647,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Sweet","High",2
2648,"drinks","Palm Juice","None","Dine-in","Mild","Low",1
2649,"breakfast","Pakhala Bhata","Badi Chura","Online","Spicy","Medium",4
2650,"breakfast","Kanika","Chhena Poda","Online","Sweet","High",6
2651,"dinner","Dahi Baigana","None","Online","Mild","Low","Family Pack"
2652,"lunch","Mansa Tarkari","None","Takeaway","Sweet","Low",1
2653,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Spicy","High","Family Pack"
2654,"snacks","Dahibara Aludum","Gupchup","Online","Spicy","Low",4
2655,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Savory","High",2
2656,"dinner","Khaja","None","Online","Sweet","Low",1
2657,"snacks","Aloo Chop","None","Takeaway","Sweet","Low",1
2658,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Sweet","Low",4
2659,"lunch","Macha Besara","Chingudi Jhola","Online","Spicy","Low",6
2660,"dinner","Alu Dum","None","Online","Mild","Medium",1
2661,"snacks","Chhena Gaja","None","Dine-in","Mild","Low",4
2662,"breakfast","Ghugni","Piaji","Online","Mild","Low",1
2663,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Savory","Low",1
2664,"snacks","Ghugni Chat","None","Dine-in","Mild","Low",6
2665,"breakfast","Pakhala Bhata","Badi Chura","Online","Savory","Medium",6
2666,"breakfast","Bara","None","Takeaway","Mild","Medium",6
2667,"drinks","Lassi","None","Online","Spicy","Medium",4
2668,"dinner","Mutton Kassa","Khaja","Online","Spicy","Low","Family Pack"
2669,"lunch","Santula","None","Takeaway","Sweet","High",1
2670,"drinks","Lassi","None","Takeaway","Savory","High",1
2671,"drinks","Lassi","None","Online","Savory","Medium",1
2672,"lunch","Mansa Tarkari","None","Takeaway","Savory","Low",4
2673,"snacks","Aloo Chop","None","Takeaway","Spicy","High",2
2674,"breakfast","Dalma","Rice & Saga Bhaja","Online","Spicy","High",2
2675,"dinner","Mutton Kassa","Khaja","Online","Sweet","Medium",1
2676,"breakfast","Bara","None","Takeaway","Spicy","Low","Family Pack"
2677,"snacks","Aloo Chop","None","Online","Mild","Low","Family Pack"
2678,"lunch","Mansa Tarkari","None","Dine-in","Spicy","Medium",1
2679,"lunch","Chingudi Jhola","None","Takeaway","Sweet","Medium",2
2680,"drinks","Buttermilk","None","Takeaway","Mild","Medium","Family Pack"
2681,"drinks","Lassi","None","Online","Savory","Low",2
2682,"dinner","Khaja","None","Dine-in","Spicy","Medium",1
2683,"snacks","Ghugni Chat","None","Dine-in","Savory","Medium","Family Pack"
2684,"drinks","Buttermilk","None","Takeaway","Spicy","Medium",1
2685,"lunch","Dalma","Rice & Saga Bhaja","Online","Spicy","Low",4
2686,"drinks","Tea","None","Takeaway","Mild","Low",4
2687,"snacks","Chhena Gaja","None","Dine-in","Savory","Medium",6
2688,"lunch","Chingudi Jhola","None","Online","Spicy","Low",4
2689,"breakfast","Dalma","Rice & Saga Bhaja","Online","Spicy","High",1
2690,"breakfast","Ghugni","Piaji","Online","Spicy","High",2
2691,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Spicy","High",4
2692,"dinner","Mati Handi Mutton","None","Dine-in","Spicy","Low",2
2693,"snacks","Ghugni Chat","None","Online","Spicy","High",2
2694,"breakfast","Bara","None","Takeaway","Sweet","Low",4
2695,"lunch","Saga Bhaja","None","Online","Sweet","High",4
2696,"breakfast","Pakhala Bhata","Badi Chura","Online","Mild","High",4
2697,"drinks","Tea","None","Takeaway","Mild","High",6
2698,"lunch","Mansa Tarkari","None","Dine-in","Mild","Medium",4
2699,"drinks","Tea","None","Takeaway","Sweet","Low",6
